,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
11587,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5105,1,Male,3/21/2021,16275,19
11588,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,5515,3,Male,6/24/2018,16671,24
11589,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),63,Bryant St at 6th St,4979,1,Female,1/10/2019,24060,34
11590,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5312,1,Male,10/18/2020,8327,32
11591,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,1396,2,Female,3/13/2019,1064,13
11592,10 minutes,16,Steuart St at Market St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5574,3,Male,8/24/2018,1635,6
11593,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5098,3,Female,9/28/2021,1925,36
11594,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1863,1,Male,11/7/2017,19470,33
11595,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5060,2,Male,6/18/2017,12596,39
11596,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5310,1,Other,1/16/2019,21561,0
11597,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3168,3,Female,10/7/2019,10266,30
11598,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),78,Folsom St at 9th St,2722,1,Male,9/14/2019,369,4
11599,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),11,Davis St at Jackson St,5481,3,Male,6/3/2019,12761,18
11600,5 minutes,22,Howard St at Beale St,49,S Park St at 3rd St,5134,2,Male,2/16/2018,4532,16
11601,13 minutes,81,Berry St at 4th St,14,Clay St at Battery St,2810,1,Male,2/24/2020,24798,24
11602,13 minutes,16,Steuart St at Market St,104,4th St at 16th St,5444,3,Female,6/27/2020,17663,26
11603,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,5337,1,Male,6/13/2020,23325,29
11604,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4384,3,Female,8/19/2019,16128,38
11605,9 minutes,16,Steuart St at Market St,93,4th St at Mission Bay Blvd S,5084,3,Male,9/10/2019,16158,36
11606,7 minutes,81,Berry St at 4th St,104,4th St at 16th St,2193,2,Female,12/10/2021,7515,20
11607,21 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,4941,2,Male,5/14/2018,11066,23
11608,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,5200,3,Female,8/4/2018,7810,0
11609,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5310,2,Male,7/1/2021,14937,11
11610,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5019,1,Male,8/10/2017,19548,28
11611,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),93,4th St at Mission Bay Blvd S,4778,3,Male,2/7/2017,12726,24
11612,7 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,4637,3,Male,1/13/2020,18506,6
11613,11 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5440,2,Male,6/24/2017,8594,17
11614,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,5114,2,Male,11/6/2017,21516,34
11615,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,2758,1,Female,4/28/2020,13901,16
11616,10 minutes,81,Berry St at 4th St,22,Howard St at Beale St,1857,1,Male,3/18/2018,21749,21
11617,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5574,2,Male,8/17/2017,22755,20
11618,3 minutes,5,Powell St BART Station (Market St at 5th St),19,Post St at Kearny St,5233,3,Male,12/17/2018,10252,29
11619,24 minutes,81,Berry St at 4th St,126,Esprit Park,5182,1,Other,2/23/2020,12823,32
11620,5 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),563,2,Male,1/25/2020,11835,14
11621,5 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5400,2,Female,11/22/2019,25555,20
11622,9 minutes,16,Steuart St at Market St,323,Broadway at Kearny,1110,3,Male,2/14/2019,1687,35
11623,20 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,5489,2,Male,8/8/2017,3137,3
11624,21 minutes,3,Powell St BART Station (Market St at 4th St),119,18th St at Noe St,4730,2,Male,8/3/2020,23076,26
11625,5 minutes,5,Powell St BART Station (Market St at 5th St),64,5th St at Brannan St,1401,2,Male,8/27/2019,23824,3
11626,8 minutes,5,Powell St BART Station (Market St at 5th St),79,7th St at Brannan St,4713,2,Male,11/24/2021,1876,20
11627,27 minutes,22,Howard St at Beale St,22,Howard St at Beale St,4949,3,Male,9/14/2020,9671,30
11628,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),4713,2,Male,8/4/2021,15442,30
11629,8 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4711,3,Female,8/7/2018,5504,7
11630,4 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5234,2,Male,2/27/2018,8112,8
11631,9 minutes,16,Steuart St at Market St,79,7th St at Brannan St,5564,3,Male,4/23/2020,24093,22
11632,11 minutes,81,Berry St at 4th St,76,McCoppin St at Valencia St,4653,1,Female,4/12/2021,14819,24
11633,18 minutes,30,San Francisco Caltrain (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5019,3,Male,11/12/2017,4230,20
11634,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5388,2,Male,3/15/2018,25290,17
11635,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),61,Howard St at 8th St,4848,3,Female,3/20/2017,17220,31
11636,8 minutes,5,Powell St BART Station (Market St at 5th St),26,1st St at Folsom St,4554,2,Male,6/1/2017,20334,14
11637,2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2054,2,Female,1/9/2020,11892,29
11638,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),3,Powell St BART Station (Market St at 4th St),5234,1,Male,7/15/2021,15252,0
11639,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,5382,1,Male,11/18/2017,14259,15
11640,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),27,Beale St at Harrison St,5425,2,Male,8/25/2018,21704,21
11641,6 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5253,2,Male,2/4/2019,704,3
11642,14 minutes,16,Steuart St at Market St,355,23rd St at Tennessee St,5213,2,Male,8/12/2021,8310,22
11643,5 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,4738,2,Male,2/23/2017,13965,21
11644,38 minutes,22,Howard St at Beale St,350,8th St at Brannan St,5050,3,Male,3/13/2018,10733,29
11645,25 minutes,5,Powell St BART Station (Market St at 5th St),34,Father Alfred E Boeddeker Park,5367,2,Male,2/26/2019,13257,16
11646,10 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,4641,1,Female,8/19/2019,5335,39
11647,8 minutes,3,Powell St BART Station (Market St at 4th St),11,Davis St at Jackson St,5112,2,Female,10/22/2021,3351,20
11648,24 minutes,3,Powell St BART Station (Market St at 4th St),321,5th St at Folsom,4978,2,Male,5/15/2021,17054,33
11649,10 minutes,3,Powell St BART Station (Market St at 4th St),345,Hubbell St at 16th St,4757,2,Male,10/10/2017,9619,17
11650,7 minutes,3,Powell St BART Station (Market St at 4th St),49,S Park St at 3rd St,4956,2,Male,7/21/2020,25224,20
11651,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),10,Washington St at Kearny St,5555,3,Male,1/17/2021,17994,11
11652,9 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,4834,3,Male,3/19/2019,2466,34
11653,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5529,2,Female,5/6/2018,19115,5
11654,17 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,5250,2,Female,4/22/2021,20725,7
11655,14 minutes,3,Powell St BART Station (Market St at 4th St),355,23rd St at Tennessee St,5520,3,Male,12/1/2021,6776,24
11656,10 minutes,16,Steuart St at Market St,58,Market St at 10th St,5022,2,Female,12/22/2021,9632,17
11657,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5318,3,Female,6/18/2019,15805,26
11658,10 minutes,3,Powell St BART Station (Market St at 4th St),115,Jackson Playground,4953,2,Male,5/19/2019,9500,38
11659,5 minutes,22,Howard St at Beale St,11,Davis St at Jackson St,5369,2,Male,10/17/2019,24997,11
11660,8 minutes,3,Powell St BART Station (Market St at 4th St),78,Folsom St at 9th St,5001,2,Female,2/4/2018,14345,3
11661,11 minutes,3,Powell St BART Station (Market St at 4th St),95,Sanchez St at 15th St,4939,1,Male,1/4/2017,14819,31
11662,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5564,2,Other,5/20/2017,23939,20
11663,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),349,Howard St at Mary St,4631,1,Male,10/27/2017,4520,4
11664,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5114,2,Male,8/8/2020,9117,30
11665,18 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),147,29th St at Tiffany Ave,5402,2,Male,10/1/2021,11355,20
11666,9 minutes,5,Powell St BART Station (Market St at 5th St),78,Folsom St at 9th St,5036,1,Male,9/6/2017,14462,16
11667,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,4979,3,Male,1/23/2019,25457,29
11668,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5200,2,Male,6/3/2021,10906,30
11669,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,3489,1,Male,3/25/2020,10777,28
11670,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),49,S Park St at 3rd St,439,2,Male,10/25/2017,11640,1
11671,1 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),4432,1,Male,9/2/2018,13400,1
11672,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4946,2,Male,6/3/2020,15992,10
11673,5 minutes,5,Powell St BART Station (Market St at 5th St),60,8th St at Ringold St,4960,2,Male,5/26/2020,25647,4
11674,15 minutes,5,Powell St BART Station (Market St at 5th St),119,18th St at Noe St,4369,2,Male,8/26/2021,1881,35
11675,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),66,3rd St at Townsend St,4730,1,Male,11/14/2021,24110,30
11676,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4737,2,Male,9/14/2017,18380,28
11677,20 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5539,2,Male,5/23/2017,15004,0
11678,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,4774,1,Male,3/2/2017,252,10
11679,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),13,Commercial St at Montgomery St,5465,3,Male,5/3/2021,23611,23
11680,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),345,Hubbell St at 16th St,5265,2,Male,11/19/2021,6210,14
11681,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),345,Hubbell St at 16th St,5221,2,Male,5/25/2017,19958,35
11682,27 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,4926,1,Male,8/23/2018,13853,11
11683,27 minutes,5,Powell St BART Station (Market St at 5th St),355,23rd St at Tennessee St,4940,1,Female,10/1/2018,3930,24
11684,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),47,4th St at Harrison St,4943,2,Female,8/27/2018,22632,22
11685,26 minutes,3,Powell St BART Station (Market St at 4th St),146,30th St at San Jose Ave,4409,1,Male,8/13/2018,16075,15
11686,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5278,2,Male,11/24/2020,17982,38
11687,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5345,2,Male,2/10/2017,8008,8
11688,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,4656,3,Male,10/18/2018,11609,34
11689,31 minutes,3,Powell St BART Station (Market St at 4th St),8,The Embarcadero at Vallejo St,5182,2,Male,3/17/2019,3525,19
11690,29 minutes,81,Berry St at 4th St,81,Berry St at 4th St,2810,2,Male,12/19/2019,14827,27
11691,8 minutes,81,Berry St at 4th St,62,Victoria Manalo Draves Park,5545,2,Male,3/16/2020,12829,21
11692,7 minutes,5,Powell St BART Station (Market St at 5th St),343,Bryant St at 2nd St,4978,3,Female,2/23/2018,19738,27
11693,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4750,1,Male,7/28/2020,11335,7
11694,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5380,3,Male,3/13/2017,8757,8
11695,5 minutes,3,Powell St BART Station (Market St at 4th St),62,Victoria Manalo Draves Park,1249,1,Male,5/5/2019,8020,26
11696,9 minutes,5,Powell St BART Station (Market St at 5th St),66,3rd St at Townsend St,4827,2,Male,1/14/2019,4451,7
11697,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5474,2,Male,7/10/2017,21594,31
11698,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5444,2,Male,9/21/2018,18925,35
11699,9 minutes,81,Berry St at 4th St,88,11th St at Bryant St,5142,3,Female,3/14/2020,11630,37
11700,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),5182,3,Male,3/20/2018,15975,6
11701,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),19,Post St at Kearny St,1176,2,Male,3/3/2017,24,19
11702,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,5533,2,Male,7/24/2019,5589,0
11703,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,5271,3,Male,7/7/2019,19266,3
11704,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),122,19th St at Mission St,5331,3,Female,2/14/2017,13065,38
11705,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5045,2,Male,6/14/2020,23281,4
11706,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),4978,2,Male,12/14/2018,15384,12
11707,1 minutes,3,Powell St BART Station (Market St at 4th St),3,Powell St BART Station (Market St at 4th St),282,3,Male,12/16/2017,11980,6
11708,28 minutes,16,Steuart St at Market St,126,Esprit Park,500,1,Male,12/1/2017,4876,29
11709,28 minutes,16,Steuart St at Market St,126,Esprit Park,619,2,Male,8/23/2018,17745,11
11710,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),47,4th St at Harrison St,4533,1,Male,1/6/2017,8296,13
11711,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),106,Sanchez St at 17th St,5249,2,Male,12/15/2020,11752,8
11712,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),106,Sanchez St at 17th St,4395,2,Male,8/9/2018,10900,39
11713,36 minutes,3,Powell St BART Station (Market St at 4th St),380,Masonic Ave at Turk St,5366,3,Male,5/12/2019,2817,29
11714,36 minutes,3,Powell St BART Station (Market St at 4th St),380,Masonic Ave at Turk St,2634,1,Male,10/8/2019,16471,13
11715,35 minutes,3,Powell St BART Station (Market St at 4th St),380,Masonic Ave at Turk St,422,2,Male,7/11/2018,6503,5
11716,9 minutes,3,Powell St BART Station (Market St at 4th St),75,Market St at Franklin St,4801,2,Male,4/25/2019,6815,8
11717,12 minutes,5,Powell St BART Station (Market St at 5th St),99,Folsom St at 15th St,4377,2,Female,10/24/2019,12335,23
11718,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5240,2,Female,9/1/2017,10437,2
11719,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),88,11th St at Bryant St,4613,2,Male,3/3/2017,22718,2
11720,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4739,2,Male,11/16/2018,22737,38
11721,20 minutes,81,Berry St at 4th St,109,17th St at Valencia St,4975,2,Male,2/27/2017,13491,36
11722,20 minutes,81,Berry St at 4th St,109,17th St at Valencia St,5422,3,Female,1/23/2020,743,39
11723,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),5310,1,Male,6/26/2019,23046,28
11724,1 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5472,3,Male,5/19/2021,20997,12
11725,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),324,Union Square (Powell St at Post St),2887,3,Male,3/14/2021,21701,3
11726,6 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,4728,2,Male,8/6/2018,8805,31
11727,20 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),291,1,Male,1/24/2021,12495,12
11728,19 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),3621,2,Male,9/27/2019,3294,39
11729,27 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),368,Myrtle St at Polk St,5011,2,Male,1/8/2021,1233,25
11730,4 minutes,3,Powell St BART Station (Market St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5369,2,Male,5/7/2019,5012,21
11731,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),92,Mission Bay Kids Park,5188,2,Male,8/25/2021,2125,38
11732,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5344,2,Female,8/10/2021,23433,25
11733,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5569,1,Male,12/21/2021,5858,18
11734,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5340,1,Male,10/28/2019,6663,3
11735,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5549,3,Male,5/23/2021,18037,22
11736,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5489,2,Male,7/3/2017,15348,32
11737,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),370,Jones St at Post St,5299,2,Male,11/12/2020,18670,22
11738,17 minutes,81,Berry St at 4th St,119,18th St at Noe St,4351,2,Other,6/22/2018,19749,36
11739,20 minutes,3,Powell St BART Station (Market St at 4th St),355,23rd St at Tennessee St,4737,2,Male,2/16/2017,3623,30
